gene_id	symbol	BT549_rep1	BT549_rep2	HCC70_rep1	HCC70_rep2	HMEC_rep1	HMEC_rep2	MB231_rep1	MB231_rep2	MB231_rep3
ENSG00000255077	OR4X7P	0	0	0	0	0	0	0	0	0
ENSG00000255078	OR4A6P	0	0	0	0	0	0	0	0	0
ENSG00000255079	RP11-45A12.1	0	0	0	0	0	0	0	0	0
ENSG00000255080	RP11-1082L8.3	0	0	1	1	4	3	0	0	0
ENSG00000255081	RP11-263C24.1	0	0	0	0	0	0	0	0	0
ENSG00000255082	GRM5-AS1	0	0	0	0	0	0	0	0	0
ENSG00000255083	OR5AK1P	0	0	0	0	0	0	0	0	0
ENSG00000255084	RP11-843A23.1	0	0	0	0	0	0	0	0	0
ENSG00000255085	AF186192.5	3	10	0	0	0	0	0	0	0
ENSG00000255086	RP11-336F14.1	0	0	0	0	0	0	0	1	0
ENSG00000255087	RP11-168K9.2	0	0	0	0	0	0	0	0	0
ENSG00000255088	RP11-23B7.4	0	0	0	0	0	0	0	0	0
ENSG00000255089	RP11-326C3.10	0	2	1	1	0	1	0	0	0
ENSG00000255090	RP11-820L6.1	8	4	0	0	5	1	6	15	15
ENSG00000255091	RP11-495O11.1	0	0	0	0	0	0	0	0	0
ENSG00000255092	RP11-58K22.4	0	0	0	0	0	0	1	1	6
ENSG00000255093	RP11-794P6.2	0	0	0	0	0	0	0	0	0
ENSG00000255094	RP11-406D1.2	0	0	0	0	0	0	0	0	0
ENSG00000255095	OR1D4	0	0	0	0	0	0	0	0	0
ENSG00000255096	OR5B10P	0	0	0	0	0	0	0	0	0
ENSG00000255097	RP11-5L12.1	0	0	0	0	0	0	0	0	0
ENSG00000255098	RP11-481A20.11	0	0	0	0	0	0	0	0	0
ENSG00000255099	RP11-25D10.2	0	0	0	0	0	0	0	0	0
ENSG00000255100	RP11-21L23.3	2	4	0	0	0	0	4	2	4
ENSG00000255101	RP11-412B14.1	0	0	0	0	0	0	0	0	0
ENSG00000255102	RP11-164N3.2	0	0	0	0	0	0	0	0	0
ENSG00000255103	KIAA0754	1649	1392	509	563	429	546	362	560	498
ENSG00000255104	ZNF286A	3	0	0	0	0	0	0	1	0
ENSG00000255105	RP11-5A11.1	0	0	0	0	0	0	0	0	0
ENSG00000255106	RP11-58K22.2	0	0	0	0	0	0	0	0	0
ENSG00000255107	RP11-159H10.1	0	0	0	0	0	0	0	0	0
ENSG00000255108	AP006621.8	0	0	1	2	1	0	2	3	0
ENSG00000255109	CTD-2572N17.1	0	0	0	0	0	0	0	0	0
ENSG00000255110	RP11-72M10.8	0	0	0	0	0	0	0	0	0
ENSG00000255111	RP11-163O19.8	1	0	0	0	0	0	0	0	0
ENSG00000255112	CHMP1B	1136	1098	1892	1544	822	729	1096	1296	1215
ENSG00000255113	OR4A48P	0	0	0	0	0	0	0	0	0
ENSG00000255114	RP11-110I1.6	0	1	0	0	0	0	0	0	0
ENSG00000255115	RP11-91P24.3	0	0	0	0	0	0	0	0	0
ENSG00000255116	SLC5A4P1	0	0	0	0	0	0	0	0	0
ENSG00000255117	RP5-1027O15.1	0	0	0	0	0	0	0	0	0
ENSG00000255118	RP11-703H8.7	0	0	0	0	0	0	0	0	0
ENSG00000255119	RP11-655M14.12	0	0	0	0	0	0	0	0	0
ENSG00000255120	OVOL1-AS1	0	0	3	0	4	2	0	0	0
ENSG00000255121	RP11-110I1.12	58	31	19	16	12	4	21	33	32
ENSG00000255122	RP11-303G3.6	0	0	0	0	0	0	0	0	0
ENSG00000255123	MTND5P21	0	0	0	0	0	0	0	0	0
ENSG00000255124	RP11-680F20.5	0	0	0	0	0	0	0	0	0
ENSG00000255125	RP11-685M7.5	0	0	0	0	0	0	0	0	0
ENSG00000255126	CTD-2531D15.5	0	0	0	0	0	0	0	0	0
ENSG00000255127	RP11-676F20.2	0	0	0	0	0	0	0	0	0
ENSG00000255128	HSPD1P3	0	0	0	0	0	0	0	0	0
ENSG00000255129	RP11-839D17.3	4	6	4	4	10	3	0	0	0
ENSG00000255130	RP11-396J6.1	0	0	0	0	0	0	0	0	0
ENSG00000255131	OR9L1P	0	0	0	0	0	0	0	0	0
ENSG00000255132	RP11-63C8.1	0	0	0	0	0	0	0	0	0
ENSG00000255133	RP11-646J21.2	0	0	0	0	0	0	0	0	0
ENSG00000255134	OR8K2P	0	0	0	0	0	0	0	0	0
ENSG00000255135	RP11-111M22.3	86	82	66	64	33	28	58	71	69
ENSG00000255136	CTD-2562J17.4	0	0	0	0	0	0	0	0	0
ENSG00000255138	GLTPP1	0	0	0	0	0	0	0	0	0
ENSG00000255139	AP000442.1	1	2	1	0	5	2	3	3	5
ENSG00000255140	OR5BN2P	0	0	0	0	0	0	0	0	0
ENSG00000255141	HNRNPA1P76	0	0	0	0	0	0	0	0	1
ENSG00000255142	AP006621.6	6	7	2	1	0	4	0	0	0
ENSG00000255143	RP11-805J14.3	0	0	0	0	0	1	0	0	0
ENSG00000255144	RP11-589N15.1	0	0	0	0	0	0	0	0	0
ENSG00000255145	RP11-60I3.5	0	0	4	4	0	1	2	0	0
ENSG00000255146	RP11-659P15.1	4	2	1	0	0	2	0	0	0
ENSG00000255147	RP11-655M14.4	0	0	0	0	0	0	0	0	0
ENSG00000255148	RP4-791M13.4	0	0	0	0	0	0	0	0	0
ENSG00000255149	RP11-97I14.1	0	0	0	0	0	0	0	0	0
ENSG00000255150	EID3	102	86	4	5	25	10	12	22	25
ENSG00000255151	GLYATL1P3	0	0	0	0	0	0	0	1	0
ENSG00000255152	MSH5-SAPCD1	20	23	17	20	14	14	3	7	7
ENSG00000255153	TOLLIP-AS1	13	2	10	6	8	3	4	8	10
ENSG00000255154	RPP14	30	15	24	17	30	37	14	0	0
ENSG00000255155	RP11-535N6.2	0	0	0	0	0	0	0	0	0
ENSG00000255156	KLHL22-IT1	0	0	0	0	0	0	0	0	0
ENSG00000255157	CTD-2313N18.8	0	0	0	0	0	0	0	0	0
ENSG00000255158	RP11-754B17.1	0	0	0	0	0	0	0	1	1
ENSG00000255159	RP11-318C2.1	0	0	0	0	0	0	0	0	0
ENSG00000255160	RP11-428C19.5	0	0	0	1	0	0	0	0	0
ENSG00000255161	RP11-646J21.7	0	0	0	0	0	0	0	0	0
ENSG00000255162	RP11-358N4.3	0	0	1	1	0	0	0	0	0
ENSG00000255163	HSPE1P18	0	0	0	0	0	0	0	0	0
ENSG00000255164	RP5-1047A19.4	0	0	0	0	1	0	0	0	0
ENSG00000255165	CTD-2609K8.3	0	0	0	0	0	0	0	0	0
ENSG00000255166	RP11-726G23.11	0	0	0	0	0	0	0	0	0
ENSG00000255167	RP11-670N15.1	0	0	0	0	0	0	0	0	0
ENSG00000255168	RP11-458D21.5	162	191	413	486	85	144	200	243	254
ENSG00000255169	RP11-646J21.3	0	0	0	0	0	0	0	0	0
ENSG00000255170	RP11-313I2.6	0	0	0	0	0	0	0	0	0
ENSG00000255171	RP11-375D13.2	0	0	0	0	0	0	0	0	0
ENSG00000255172	OR5AM1P	0	0	0	0	0	0	0	0	0
ENSG00000255173	AP003068.12	0	0	0	0	0	0	0	0	0
ENSG00000255174	RP11-481A20.4	0	0	0	0	0	0	0	0	0
ENSG00000255175	RP11-277K23.1	0	0	0	0	0	0	0	0	0
ENSG00000255176	AP002954.3	6	0	0	2	9	14	5	11	10
ENSG00000255177	RP11-532E4.2	0	0	0	0	0	0	0	0	0
ENSG00000255178	RP11-686G23.2	0	0	0	0	0	0	0	0	0
ENSG00000255179	RP11-324J3.1	0	0	0	0	0	0	0	0	0
ENSG00000255181	CCDC166	0	0	0	0	1	0	0	0	2
ENSG00000255182	CTD-2517M22.14	3	10	49	49	0	4	10	12	18
ENSG00000255183	RP11-720D4.3	0	0	0	0	0	0	0	0	0
ENSG00000255184	RP11-313I2.7	0	0	0	0	0	0	0	0	0
ENSG00000255185	PDXDC2P	9	8	15	12	5	3	9	9	7
ENSG00000255186	RP11-514F3.5	0	1	0	0	0	0	0	0	0
ENSG00000255187	RP11-699F16.2	0	0	0	0	0	0	0	0	0
ENSG00000255188	RP11-507F16.1	0	0	0	0	0	0	0	0	0
ENSG00000255189	GLYATL1P1	0	0	0	0	0	0	0	0	0
ENSG00000255190	TRIM51DP	0	0	0	0	0	0	0	0	0
ENSG00000255191	RP11-626H12.1	0	0	0	1	5	3	0	0	0
ENSG00000255192	NANOGP8	0	0	0	0	0	0	0	0	0
ENSG00000255193	RP11-945A11.1	0	0	0	0	0	0	0	0	0
ENSG00000255194	SSU72P2	0	0	0	0	0	0	0	0	0
ENSG00000255196	OR4A17P	0	0	0	0	0	0	0	0	0
ENSG00000255197	RP11-750H9.5	2	0	4	0	0	1	0	1	0
ENSG00000255198	SNHG9	90	53	27	21	15	4	27	25	22
ENSG00000255199	RP11-227P3.1	0	0	0	0	0	0	0	0	0
ENSG00000255200	AP003068.18	9	10	13	22	16	8	3	1	1
ENSG00000255201	RP11-350N15.4	0	0	0	0	0	0	0	0	3
ENSG00000255202	RP4-541C22.5	0	0	4	2	1	0	0	2	2
ENSG00000255203	OR7E2P	0	0	0	0	0	0	1	0	1
ENSG00000255204	RP11-738O11.9	0	0	0	0	0	0	0	0	0
ENSG00000255205	MED28P5	0	0	0	0	0	0	0	0	0
ENSG00000255206	RP11-403D15.2	0	0	0	0	0	0	0	0	0
ENSG00000255207	RP1-305G21.1	0	0	0	0	1	0	0	0	0
ENSG00000255208	RP11-794P6.3	0	0	0	0	0	0	0	0	0
ENSG00000255209	RP11-258O13.1	0	0	0	0	0	0	0	0	0
ENSG00000255210	RP11-344L21.1	0	0	0	0	0	0	0	0	0
ENSG00000255211	RP11-1195F20.7	0	0	0	0	0	0	0	0	0
ENSG00000255213	NPM1P35	0	0	0	0	1	0	0	0	0
ENSG00000255214	RP11-163O19.10	0	0	0	0	0	0	0	0	0
ENSG00000255215	OR4R1P	0	0	0	0	0	0	0	0	0
ENSG00000255216	RP11-831A10.1	0	0	0	0	0	0	0	0	0
ENSG00000255217	OR5J7P	0	0	0	0	0	0	0	0	0
ENSG00000255218	OR5BC1P	0	0	0	0	0	0	0	0	0
ENSG00000255219	RP11-716H6.2	0	0	0	0	0	0	0	0	0
ENSG00000255220	DDX18P5	0	0	0	0	0	0	0	0	0
ENSG00000255221	CARD17	0	0	2	2	1	0	0	0	0
ENSG00000255222	SETP17	0	0	1	0	0	0	1	0	0
ENSG00000255223	OR5M11	0	0	0	0	0	0	0	0	0
ENSG00000255224	CTD-3065J16.9	48	40	18	45	15	13	37	46	40
ENSG00000255225	OR8B6P	0	0	0	0	0	0	0	0	0
ENSG00000255226	CTD-2210P24.3	0	0	0	0	0	0	0	0	0
ENSG00000255227	RP11-460B17.2	0	0	0	0	0	0	0	0	0
ENSG00000255229	RP11-304M2.3	0	0	0	0	0	0	0	0	0
ENSG00000255230	RP5-901A4.5	0	0	0	0	0	0	0	0	0
ENSG00000255231	MRPS36P4	0	0	0	0	0	0	0	0	0
ENSG00000255232	RP11-438N5.4	0	0	0	0	0	0	0	0	0
ENSG00000255233	RP11-755E23.3	0	0	0	0	0	0	0	0	0
ENSG00000255234	RP11-727A23.10	1	0	2	0	2	2	0	1	0
ENSG00000255235	RP11-313I2.8	0	0	0	0	0	0	0	0	0
ENSG00000255236	CTD-2655K5.1	1	2	0	0	0	0	5	2	4
ENSG00000255237	RP13-317D12.3	0	0	0	0	0	0	0	3	4
ENSG00000255238	RFPL4AP1	0	0	0	0	0	0	0	0	0
ENSG00000255239	AP002954.6	0	0	0	0	0	0	0	0	0
ENSG00000255240	RP11-142C4.6	0	0	47	24	0	0	0	0	0
ENSG00000255241	RP11-164N3.3	0	0	0	0	0	0	0	0	0
ENSG00000255242	C14orf169	399	428	387	297	360	295	333	364	302
ENSG00000255243	CTD-2507G9.1	0	0	0	0	0	0	0	0	0
ENSG00000255244	RP11-583F24.8	0	0	0	0	0	0	0	0	0
ENSG00000255245	FXYD6-FXYD2	0	0	0	0	0	0	0	0	0
ENSG00000255246	RP11-179A16.2	0	0	0	0	0	0	0	0	0
ENSG00000255247	CTD-2523D13.1	0	0	0	0	0	0	0	0	0
ENSG00000255248	RP11-166D19.1	536	472	0	0	553	534	87	108	95
ENSG00000255250	CTD-2005H7.2	0	0	3	1	0	0	0	0	1
ENSG00000255251	PRR23D1	1	0	0	0	0	2	0	0	0
ENSG00000255252	RP1-65P5.3	0	0	0	0	0	0	0	0	0
ENSG00000255253	RP11-303G3.9	0	0	0	0	0	0	0	0	0
ENSG00000255254	HIGD1AP5	0	0	0	0	0	0	0	0	0
ENSG00000255255	PPP1R1AP1	0	0	0	0	0	0	0	0	0
ENSG00000255256	RP5-916O11.2	0	0	0	0	0	0	0	0	0
ENSG00000255257	AC025016.1	0	0	7	6	0	0	0	0	0
ENSG00000255258	RP11-448P19.1	0	0	0	0	0	0	0	0	0
ENSG00000255259	ZNF123P	0	0	0	0	0	0	0	0	0
ENSG00000255260	CTD-3224I3.3	0	0	0	0	0	0	0	0	0
ENSG00000255261	OR7E4P	0	0	0	0	0	0	0	0	0
ENSG00000255262	TCEB2P2	0	0	0	0	0	0	0	0	0
ENSG00000255265	TMA16P1	0	0	1	0	0	0	0	0	0
ENSG00000255266	RP11-734C14.2	0	0	0	0	0	0	0	0	0
ENSG00000255267	RP11-430H10.2	0	0	0	0	0	0	0	0	0
ENSG00000255268	RP11-707M1.9	0	0	0	0	0	0	0	0	0
ENSG00000255269	RP11-702F3.4	0	0	0	0	0	0	0	0	0
ENSG00000255270	NAV2-IT1	0	0	0	0	0	0	0	0	0
ENSG00000255271	RP4-594L9.2	0	0	0	0	0	0	0	0	0
ENSG00000255272	RP11-646J21.6	0	0	0	0	0	0	0	0	0
ENSG00000255273	AF238378.7	0	0	0	0	0	0	0	0	0
ENSG00000255274	TMPRSS4-AS1	0	0	0	0	0	0	0	0	0
ENSG00000255275	RP13-279N23.2	0	0	0	0	0	2	0	0	0
ENSG00000255276	RRM1-AS1	0	0	0	0	0	0	1	0	0
ENSG00000255277	ABCC6P2	1	4	0	0	0	2	0	0	0
ENSG00000255279	RP11-375D13.4	0	0	0	0	0	0	0	0	0
ENSG00000255280	CTD-2530H12.5	0	0	0	0	0	0	0	0	0
ENSG00000255281	RP11-460B17.1	0	0	0	0	0	0	0	0	0
ENSG00000255282	WTAPP1	0	0	1	0	2	5	0	0	0
ENSG00000255283	RP11-72M10.4	0	0	0	0	0	0	0	0	0
ENSG00000255284	AP006621.5	82	82	52	41	37	20	26	31	28
ENSG00000255285	RP11-358N4.5	0	0	0	0	0	0	0	0	0
ENSG00000255286	RP11-708L7.7	0	0	0	0	0	0	0	0	0
ENSG00000255287	SNRPGP16	0	0	0	0	0	0	0	0	0
ENSG00000255288	RP4-562D20.2	0	0	0	0	0	0	0	0	0
ENSG00000255289	RP11-91I20.1	0	0	0	0	0	0	0	0	0
ENSG00000255291	RP11-701I24.1	0	0	0	0	0	0	0	0	0
ENSG00000255292	SDHD	3	5	0	0	0	1	0	0	0
ENSG00000255293	RP11-787P24.1	0	0	0	0	0	0	0	0	0
ENSG00000255294	OR4A50P	0	0	0	0	0	0	0	0	0
ENSG00000255295	RP11-745I13.1	0	0	0	0	0	0	0	0	0
ENSG00000255296	RP11-757C15.4	0	0	0	0	0	0	0	0	0
ENSG00000255297	OR4A41P	0	0	0	0	0	0	0	0	0
ENSG00000255298	OR8G5	0	0	0	0	0	0	1	0	0
ENSG00000255299	RP11-655C2.3	1	0	0	0	3	5	0	0	1
ENSG00000255300	RP11-148I19.1	0	0	0	0	0	0	0	0	0
ENSG00000255301	RP11-624G17.3	0	0	0	0	0	0	0	0	0
ENSG00000255302	EID1	2504	2213	1580	1349	3944	2758	1881	2129	2208
ENSG00000255303	OR5BA1P	0	0	0	0	0	0	0	0	0
ENSG00000255304	OR4A46P	0	0	0	0	0	0	0	0	0
ENSG00000255305	RP11-529A4.7	0	0	0	0	0	0	0	0	0
ENSG00000255306	RP5-901A4.1	1	1	0	1	0	0	0	7	1
ENSG00000255307	OR52B2	0	0	0	0	0	0	0	0	0
ENSG00000255308	RP11-428C19.4	0	0	0	0	0	0	0	0	0
ENSG00000255309	RP11-756D7.1	0	0	0	0	0	0	0	0	0
ENSG00000255310	AF131215.2	1	1	0	0	89	75	8	19	15
ENSG00000255311	RP11-160H12.2	0	0	0	0	0	0	1	0	1
ENSG00000255312	OR4C7P	0	0	0	0	0	0	0	0	0
ENSG00000255313	RP11-1082L8.2	0	0	0	0	0	0	0	0	0
ENSG00000255314	RP11-702F3.3	0	0	0	0	0	0	0	0	0
ENSG00000255315	OR8A3P	0	0	0	0	0	0	0	0	0
ENSG00000255316	RP11-664H7.2	0	0	0	0	0	0	0	0	0
ENSG00000255317	RP11-688I9.2	0	0	0	0	1	3	0	0	0
ENSG00000255318	RP11-655M14.13	0	1	2	1	0	0	2	0	0
ENSG00000255319	ENPP7P8	0	0	0	0	0	0	0	0	0
ENSG00000255320	RP11-755F10.1	0	2	0	0	0	0	0	2	0
ENSG00000255321	RP11-91I20.4	0	0	0	0	0	0	0	0	0
ENSG00000255322	RP11-22P4.1	1	0	1	0	1	1	1	3	3
ENSG00000255323	CTD-2140G10.1	0	0	0	0	0	0	0	0	0
ENSG00000255325	RP11-96B2.1	0	0	0	0	1	2	0	0	0
ENSG00000255326	CTD-2530H12.4	1	0	2	0	1	1	0	0	0
ENSG00000255327	RP11-555G19.1	0	0	0	0	0	0	0	0	0
ENSG00000255328	RP11-326C3.12	0	0	1	1	0	0	0	0	1
ENSG00000255329	H2AFZP4	0	0	0	0	0	0	0	0	0
ENSG00000255330	SOGA3	28	155	12	10	0	0	0	0	0
ENSG00000255331	RP11-736I10.2	0	0	0	0	0	0	0	0	0
ENSG00000255332	RP11-201M22.1	0	0	0	0	0	0	0	0	0
ENSG00000255333	AP000435.3	0	0	0	0	0	0	0	0	0
ENSG00000255334	RP11-708L7.6	0	0	0	0	0	0	0	0	0
ENSG00000255335	RP11-358H18.2	0	0	0	0	0	0	0	0	0
ENSG00000255336	RP11-94P11.3	0	0	0	0	0	0	0	0	0
ENSG00000255337	RP11-315O6.1	4	2	20	7	1	1	1	2	0
ENSG00000255338	RP11-107P7.2	0	0	0	0	0	0	0	0	0
ENSG00000255339	NDUFB8	18	40	0	3	5	1	3	13	8
ENSG00000255340	RP11-484D2.5	0	0	0	0	0	0	0	0	0
ENSG00000255341	OR8Q1P	0	0	0	0	0	0	0	0	0
ENSG00000255342	RP11-762B21.5	0	1	0	0	1	1	0	0	0
ENSG00000255343	RP11-299M14.2	0	0	2	0	4	1	0	0	0
ENSG00000255344	RP11-469N6.2	0	0	0	0	0	0	0	0	0
ENSG00000255345	CTD-2337I7.1	0	0	3	6	0	7	0	0	0
ENSG00000255346	NOX5	0	3	84	100	42	50	11	20	28
ENSG00000255347	RP11-40H19.1	0	0	0	0	0	0	0	0	0
ENSG00000255348	RP11-700F16.3	0	0	0	0	0	0	0	0	2
ENSG00000255349	OR4A7P	0	0	0	0	0	0	0	0	0
ENSG00000255350	RP11-37O16.3	0	0	0	0	0	0	0	0	0
ENSG00000255351	RP11-567I13.1	0	0	0	0	0	0	0	0	0
ENSG00000255352	PPP1R10P1	0	0	0	0	0	0	0	0	0
ENSG00000255353	RP11-382M14.1	0	0	0	0	0	0	0	0	0
ENSG00000255354	RP11-148O21.2	0	0	0	0	0	0	0	0	0
ENSG00000255355	AP000640.2	4	0	0	0	0	1	0	2	1
ENSG00000255356	RP11-277E18.2	0	0	0	0	0	0	0	0	0
ENSG00000255357	RP11-34N19.1	0	0	0	0	0	0	0	0	0
ENSG00000255358	RP11-567O18.1	0	0	1	0	0	0	0	0	0
ENSG00000255359	CCDC179	0	0	0	0	0	0	0	0	0
ENSG00000255360	RP11-529A4.15	0	0	0	0	0	0	0	0	0
ENSG00000255361	RP11-412B14.2	0	0	0	0	0	0	0	0	0
ENSG00000255362	RP11-619A14.3	0	0	0	0	0	0	0	1	1
ENSG00000255363	RP11-672A2.5	0	0	0	0	0	0	0	0	0
ENSG00000255364	RP11-94A24.1	0	0	0	0	6	8	0	0	0
ENSG00000255365	RP11-776K3.1	0	0	0	0	0	0	0	0	0
ENSG00000255366	RP11-1134I14.8	0	0	0	0	0	0	0	0	0
ENSG00000255367	RP13-726E6.2	0	0	1	2	0	0	0	0	0
ENSG00000255368	RP11-54J7.2	0	0	0	0	0	0	0	0	0
ENSG00000255369	RP11-740D6.3	0	0	0	0	0	1	0	0	0
ENSG00000255370	CYCSP25	0	0	0	0	0	0	0	0	0
ENSG00000255371	OPCML-IT2	0	0	0	0	0	0	0	0	0
ENSG00000255372	CTD-3064C13.1	0	0	0	0	0	0	0	0	0
ENSG00000255374	TAS2R43	1	0	0	0	0	3	0	0	0
ENSG00000255375	RP1-65P5.5	0	0	0	0	0	0	0	0	0
ENSG00000255376	RP11-360K13.2	0	0	0	0	0	0	0	0	0
ENSG00000255377	DUXAP5	0	0	0	0	0	0	0	0	0
ENSG00000255379	CYCSP29	0	0	0	0	0	0	0	0	0
ENSG00000255380	RP11-684B20.1	0	0	0	0	0	0	0	0	0
ENSG00000255381	AP001258.5	0	0	1	0	0	0	0	0	0
ENSG00000255382	RP11-718B12.2	0	0	0	0	0	0	0	2	0
ENSG00000255384	RP11-770J1.4	0	0	0	0	0	1	0	0	0
ENSG00000255385	RP11-313I2.2	0	0	0	0	0	0	0	0	0
ENSG00000255386	OR5BR1P	0	0	0	0	0	0	0	0	0
ENSG00000255387	RP11-23F23.3	0	0	0	0	0	0	0	0	0
ENSG00000255388	RP11-124G5.3	0	0	0	0	0	0	0	0	0
ENSG00000255389	C6orf3	9	13	3	2	0	1	8	6	8
ENSG00000255390	RP11-732A19.5	0	0	0	0	0	0	0	0	0
ENSG00000255391	CTD-2028E8.1	0	0	0	0	0	0	0	0	0
ENSG00000255393	RP11-736I10.1	0	0	0	0	0	0	0	0	0
ENSG00000255394	C8orf49	0	0	0	0	0	0	0	0	0
ENSG00000255395	CTD-2562J17.2	0	0	0	0	0	0	0	0	0
ENSG00000255396	AP000857.2	0	0	0	0	0	0	0	0	0
ENSG00000255397	AC022182.2	0	2	0	1	0	0	0	0	0
ENSG00000255398	HCAR3	0	3	8	13	22	6	0	3	2
ENSG00000255399	TBX5-AS1	0	0	0	0	1	0	0	0	0
ENSG00000255400	RP13-631K18.5	0	0	1	0	2	3	0	0	0
ENSG00000255401	RP11-15D14.2	0	0	0	0	0	0	0	0	0
ENSG00000255402	RP11-696P8.2	0	0	0	0	0	0	0	0	0
ENSG00000255403	AP000641.1	0	0	0	0	0	0	0	0	0
ENSG00000255404	RP11-770G2.5	0	0	0	0	0	0	0	0	0
ENSG00000255406	RP11-713P17.5	0	0	0	0	0	0	0	0	0
ENSG00000255408	PCDHA3	0	0	0	0	2	5	0	0	0
ENSG00000255409	RSF1-IT1	0	0	1	1	0	1	0	0	0
ENSG00000255410	RP11-732A19.6	0	0	0	0	1	0	0	0	0
ENSG00000255411	RP11-98J9.1	0	0	0	0	0	0	0	0	0
ENSG00000255413	RP11-436P7.2	0	0	0	0	0	0	0	0	0
ENSG00000255414	LINC01059	6	10	4	0	0	1	40	42	41
ENSG00000255415	RP11-684B2.5	0	0	0	0	0	0	0	0	0
ENSG00000255416	OR10AF1P	0	0	0	0	0	0	0	0	0
ENSG00000255417	RP11-37O16.4	0	0	0	0	0	0	0	0	0
ENSG00000255418	RP11-266A24.1	0	0	0	0	0	0	0	0	1
ENSG00000255420	RP11-236J17.3	0	0	0	0	0	0	0	0	0
ENSG00000255421	CTD-2011F17.2	0	0	0	0	0	0	0	0	0
ENSG00000255422	AP002954.4	0	0	0	0	0	0	0	0	0
ENSG00000255423	EBLN2	75	72	33	48	49	44	13	20	18
ENSG00000255424	RP11-589F4.2	0	0	0	0	0	0	0	0	0
ENSG00000255425	OR8G3P	0	0	0	0	0	0	0	0	0
ENSG00000255426	CTD-2210P24.2	0	0	0	0	0	0	0	0	0
ENSG00000255427	RP11-350D17.2	0	0	0	0	0	0	0	0	0
ENSG00000255428	RP11-794P6.1	0	0	31	15	0	0	0	0	0
ENSG00000255429	RP11-643G5.6	0	0	0	0	0	0	0	0	0
ENSG00000255430	CASP1P1	0	0	0	0	0	0	0	0	0
ENSG00000255431	OR5B19P	0	0	0	0	0	0	0	0	0
ENSG00000255432	RP11-831H9.11	0	0	0	0	0	0	1	0	1
ENSG00000255433	AP000479.1	0	0	0	0	0	0	0	0	0
ENSG00000255434	CTD-2530H12.8	0	0	0	0	0	0	0	0	0
ENSG00000255435	RP11-770J1.3	3	9	7	9	2	1	2	0	1
ENSG00000255436	Z95704.2	0	0	0	0	0	0	0	0	0
ENSG00000255437	RP11-510I21.1	0	0	0	0	0	0	0	0	0
ENSG00000255438	CTD-2653D5.1	0	0	1	0	0	0	1	2	2
ENSG00000255439	RP11-196G11.1	117	141	86	0	2	41	0	1	15
ENSG00000255440	RP11-632K5.2	0	0	2	0	1	0	0	0	0
ENSG00000255441	CTD-2616J11.2	0	0	0	0	0	0	1	0	0
ENSG00000255442	RP11-347H15.1	2	3	0	0	0	0	0	0	0
ENSG00000255443	RP1-68D18.4	0	0	0	0	0	0	1	0	3
ENSG00000255444	CYCSP27	0	0	0	0	0	0	0	0	0
ENSG00000255445	RP11-573M3.3	0	0	0	0	0	0	0	4	6
ENSG00000255446	CTD-2531D15.4	0	0	0	0	0	0	0	0	0
ENSG00000255447	CTD-2210P24.6	0	0	0	0	0	0	0	0	0
ENSG00000255448	RP1-59M18.2	0	0	0	0	0	0	0	0	0
ENSG00000255449	RP11-91P24.6	2	1	2	0	3	0	4	4	2
ENSG00000255450	CTD-2063L20.1	0	0	1	0	0	0	0	0	0
ENSG00000255451	RP11-58K22.1	0	0	0	0	0	0	0	0	0
ENSG00000255452	RP11-107P7.1	0	0	0	0	0	0	0	0	0
ENSG00000255454	RP11-46P12.1	0	0	0	0	0	0	0	0	0
ENSG00000255455	RP11-890B15.3	65	72	48	55	97	111	40	41	39
ENSG00000255456	CTD-2517M22.9	0	0	0	0	0	0	0	0	0
ENSG00000255457	RP11-436P7.1	0	0	0	0	0	0	0	0	0
ENSG00000255458	RP11-539G18.2	3	1	7	3	3	2	7	14	6
ENSG00000255459	RP11-52B19.10	0	0	0	0	0	0	0	0	0
ENSG00000255460	ZDHHC20P3	0	0	0	0	0	0	0	0	0
ENSG00000255461	OR8I1P	0	0	0	0	0	0	0	0	0
ENSG00000255462	RP11-483L5.1	0	0	0	0	1	2	0	0	0
ENSG00000255463	RP11-16F15.4	0	0	0	0	0	0	0	0	0
ENSG00000255464	RP11-585F1.2	0	0	0	0	0	0	0	0	0
ENSG00000255465	RP11-264E20.1	0	0	0	0	0	0	0	0	0
ENSG00000255466	OR5AL2P	0	0	0	0	0	0	0	0	0
ENSG00000255467	RP11-144G7.2	0	0	0	0	0	0	0	0	0
ENSG00000255468	RP11-867G23.8	9	7	4	0	6	7	6	3	4
ENSG00000255469	RP11-725K16.2	0	0	0	0	0	0	0	0	0
ENSG00000255470	RP11-113D6.6	0	0	0	0	0	0	0	0	0
ENSG00000255471	RP11-736K20.5	0	1	14	16	0	2	3	4	5
ENSG00000255472	RP11-998D10.1	0	0	0	0	0	0	0	0	0
ENSG00000255474	RP11-234B24.2	0	0	0	1	0	0	1	0	1
ENSG00000255475	RP11-687M24.4	0	0	0	0	0	0	0	0	0
ENSG00000255476	RP11-1H15.2	0	0	0	0	0	0	0	0	0
ENSG00000255477	RP11-63D14.1	0	0	1	0	0	0	0	0	0
ENSG00000255478	RP11-867O8.5	0	0	0	0	0	0	0	1	0
ENSG00000255479	RP11-672A2.6	0	0	0	0	0	0	0	0	0
ENSG00000255480	RP4-710M3.2	0	0	0	0	0	0	0	0	0
